ID_nr,Date,Day,Month,Year,Time,decimalLatitude,decimalLongitude,verbatimCoordinates,GeoreferencingComments,georeferencedBy,coordinatePrecision,georeferenceVerificationStatus,Country,Province,Location,ProtectedArea,ProtectedAreaName,Elevation_m,RoadName,RoadType,RoadSurface,DrivingFrom,DrivingTo,TotalMileage,TimeStart,TimeEnd,RecordingRoadkill,Speed_kmh,OdometerReading,Class,vernacularName,Genus,ScientificName,Number,SpeciesComments,LivestockType,Sex,ActivityPhase,lifeStage,IncidentType,MeansOfReporting,Detail,Other,Photograph,HabitatGCategory,HabitatComments,FenceCategory,FenceComments,recordedBy,Institution,DataEnteredBy,fieldNotes
8,01/04/13,1,4,2013,Not recorded,-24.2025203,27.9043829,POINT(27.9043829 24.2025203),,Data provider,0.00001,,South Africa,Limpopo,Ellisras,No,N/A,Not given,R517,Regional,Paved,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,,Not recorded,Not recorded,Mammalia,Aardwolf,Proteles,Proteles cristata,1,not given,Wildlife,Unknown,,Unknown,Road Collision,Website data capture,iSpot,,No,Not given,Not given,Not given,Not given,Jonathan Swart,iSpot,Wendy Collinson,
28,02/01/13,2,1,2013,01:14:00,,,None,,Not georeferenced,,,South Africa,Gauteng,Kammelsdrift,No,N/A,Not given,Not given,Regional,Paved,D734 ,Not recorded,Not recorded,Not recorded,Not recorded,Yes,Not recorded,Not recorded,Mammalia,Black-backed Jackal,Canis,Canis mesomelas,1,not given,Wildlife,Unknown,Unknown ,Unknown,Road Collision,Email,RoadWatch cellphone app,,No,Not given,Not given,Not given,Not given,Isabelle Tillet,Public,Wendy Collinson,
31,03/05/13,3,5,2013,Not recorded,-26.15026,27.19071,26.15026 27.19071,,Data provider,0.00001,,South Africa,Gauteng,1 km before T junction,No,N/A,Not given,N14,National,Paved,Krugersdorp,Muiskraal,Not recorded,08:00,09:15,Yes,110,Not recorded,Mammalia,Black-backed Jackal,Canis,Canis mesomelas,1,not given,Wildlife,Unknown,Unknown ,Unknown,Road Collision,Email,,Road Patrol - Mott MacDonald,No,Agricultural,"GRASSLAND/MAIZE FIELDS, GRASS/FARM = GRASS 1 SIDE, FARM/CROPS OTHER SIDE OF ROAD / TREES/GRASS = TREES 1 SIDE, GRASS OPPOSITE SIDE OF THE ROAD",Stock ,STANDARD STOCK SINGLE STRANDS,Vivian Jonker,Public,Wendy Collinson,
43,03/08/13,3,8,2013,Not recorded,,,None,,Not georeferenced,,,South Africa,Western Cape,Not recorded,No,N/A,Not given,TR33 1&2,Not given,Paved,Mosselbay, Oudtshoorn ,23.13,Not recorded,Not recorded,Yes,Not recorded,Not recorded,Mammalia,Unknown Otter,Unknown,Lutrinae,2,Otter spp.,Wildlife,Unknown,Unknown ,Unknown,Road Collision,Email,Excel spreadsheet,Road Patrol - Mott MacDonald,No,Not given,Not given,Not given,Not given,Robbie Uys,Public,Wendy Collinson,
65,04/03/13,4,3,2013,Not recorded,,,None,,Not georeferenced,,,South Africa,Gauteng,Not recorded,No,N/A,Not given,R573,Regional,Paved,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Yes,Not recorded,Not recorded,Mammalia,Unknown Genet,Genetta  ,Genetta  ,1,Genet spp.,Wildlife,Unknown,,Unknown,Road Collision,Email,,,No,Not given,Not given,Not given,Not given,Isabelle Tillet,Public,Wendy Collinson,
70,05/06/13,5,6,2013,08:20:00,-25.75888889,30.23527778,25°45'32'' 30°14'07'',,Data provider,0.00001,,South Africa,Mpumalanga,Machadodorp,No,N/A,Not given,R541,Regional,Paved,Ermelo,Nelspruit,Not recorded,07:30,09:55,No,120,Not recorded,Mammalia,Black-backed Jackal,Canis,Canis mesomelas,1,not given,Wildlife,Unknown,Unknown ,Unknown,Road Collision,Email,,,No,Not given,Not given,Not given,Not given,Vaino Prinsloo,Public,Wendy Collinson,
71,05/06/13,5,6,2013,08:20:00,-25.8325,30.24111111,25°49' 57'' 30°14'28'',,Data provider,0.00001,,South Africa,Mpumalanga,Machadodorp,No,N/A,Not given,R541,Regional,Paved,Ermelo,Nelspruit,Not recorded,07:30,09:55,Yes,120,Not recorded,Mammalia,Black-backed Jackal,Canis,Canis mesomelas,1,not given,Wildlife,Unknown,Unknown ,Unknown,Road Collision,Email,,,No,Not given,Not given,Not given,Not given,Vaino Prinsloo,Public,Wendy Collinson,
81,05/01/13,5,1,2013,Not recorded,,,None,,Not georeferenced,,,South Africa,Western Cape,Not recorded,No,N/A,Not given,TR33 1&2,Not given,Paved,Mosselbay, Oudtshoorn ,23.13,Not recorded,Not recorded,Yes,Not recorded,Not recorded,Mammalia,Unknown Mongoose,Unknown,Herpestidae,1,Mongoose spp.,Wildlife,Unknown,Unknown ,Unknown,Road Collision,Email,Excel spreadsheet,Road Patrol - Mott MacDonald,No,Not given,Not given,Not given,Not given,Robbie Uys,Public,Wendy Collinson,
83,05/10/12,5,10,2012,07:30:00,,,None,,Not georeferenced,,,South Africa,Gauteng,Pretoria/Montana,No,N/A,Not given,Not given,Regional,Paved,R573,D734,Not recorded,Not recorded,Not recorded,Yes,Not recorded,Not recorded,Mammalia,Caracal,Caracal,Caracal caracal,1,not given,Wildlife,Unknown,,Unknown,Road Collision,Email,ispot data,,No,Not given,Not given,Not given,Not given,Isabelle Tillet,Public,Wendy Collinson,
104,06/05/13,6,5,2013,Not recorded,,,None,,Not georeferenced,,,South Africa,Western Cape,Not recorded,No,N/A,Not given,TR33 1&2,Not given,Paved,Mosselbay, Oudtshoorn ,23.13,Not recorded,Not recorded,Yes,Not recorded,Not recorded,Mammalia,Unknown Mongoose,Unknown,Herpestidae,1,Mongoose spp.,Wildlife,Unknown,Unknown ,Unknown,Road Collision,Email,Excel spreadsheet,Road Patrol - Mott MacDonald,No,Not given,Not given,Not given,Not given,Robbie Uys,Public,Wendy Collinson,
133,07/04/13,7,4,2013,Not recorded,-30.2855,30.7468,POINT(30.7468 30.2855),,Data provider,0.00001,,South Africa,KwaZulu-Natal,Scottburgh,No,N/A,Not given,R102,Regional,Paved,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,,Not recorded,Not recorded,Mammalia,Banded Mongoose,Mungos,Mungos mungo,1,not given,Wildlife,Unknown,Diurnal,Unknown,Road Collision,Website data capture,ispot data,Website data capture,No,Not given,Not given,Not given,Not given,Bushboy,iSpot,Wendy Collinson,
134,07/09/12,7,9,2012,Not recorded,-26.17221,27.20092,26.17221 27.20092,,Data provider,0.00001,,South Africa,Gauteng,Not recorded,No,N/A,Not given,D1755,D,Unpaved,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,No,115,Not recorded,Mammalia,Bat-eared Fox,Otocyon,Otocyon megalotis,1,not given,Wildlife,Unknown,Nocturnal  ,Unknown,Road Collision,Email,,,No,Veld,"BLUEGUM GROVE/GRASSLANDS, GRASS/FARM = GRASS 1 SIDE, FARM/CROPS OTHER SIDE OF ROAD / TREES/GRASS = TREES 1 SIDE, GRASS OPPOSITE SIDE OF THE ROAD",Stock ,STANDARD STOCK SINGLE STRANDS,Vivian Jonker,Public,Wendy Collinson,
137,07/08/13,7,8,2013,Not recorded,,,None,,Not georeferenced,,,South Africa,Western Cape,Not recorded,No,N/A,Not given,TR33 1&2,Not given,Paved,Mosselbay, Oudtshoorn ,23.13,Not recorded,Not recorded,Yes,Not recorded,Not recorded,Mammalia,Unknown Mongoose,Unknown,Herpestidae,1,Mongoose spp.,Wildlife,Unknown,Unknown ,Unknown,Road Collision,Email,Excel spreadsheet,Road Patrol - Mott MacDonald,No,Not given,Not given,Not given,Not given,Robbie Uys,Public,Wendy Collinson,
154,08/06/13,8,6,2013,Not recorded,,,None,,Not georeferenced,,,South Africa,Limpopo,Bela Bela / Koedoeskop  road ,No,N/A,Not given,Not given,Not given,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,No,Not recorded,Not recorded,Mammalia,Aardwolf,Proteles,Proteles cristata,1,not given,Wildlife,Unknown,,Juvenile,Road Collision,Cellphone message,,Road Patrol - Mott MacDonald,Yes,Not given,Not given,Not given,Not given,Sandy Kendall,Public,Wendy Collinson,
160,08/03/13,8,3,2013,Not recorded,,,None,,Not georeferenced,,,South Africa,Gauteng,Not recorded,No,N/A,Not given,D734,Regional,Paved,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Yes,Not recorded,Not recorded,Mammalia,Unknown Mongoose,Unknown,Herpestidae,1,Mongoose spp.,Wildlife,Unknown,Unknown ,Unknown,Road Collision,Email,,,No,Not given,Not given,Not given,Not given,Isabelle Tillet,Public,Wendy Collinson,
161,08/11/13,8,11,2013,Not recorded,,,None,,Not georeferenced,,,South Africa,Western Cape,Meiringspoort,No,N/A,Not given,TR33/4,Not given,Paved,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Yes,Not recorded,Not recorded,Mammalia,Unknown Mongoose,Unknown,Herpestidae,1,Mongoose spp.,Wildlife,Unknown,Unknown ,Unknown,Road Collision,Email,Excel spreadsheet,Road Patrol - Mott MacDonald,No,Not given,Not given,Not given,Not given,Robbie Uys,Public,Wendy Collinson,
177,09/12/13,9,12,2013,Not recorded,-26.21105556,27.37894444,S26 12 39.8  E27 22 44.2  ,,Data provider,0.00001,,South Africa,Gauteng,New autobahn section of N14,No,N/A,Not given,N14,Regional,Paved,Krugersdorp,Muiskraal,85,08:00,09:00,Yes,105,Not recorded,Mammalia,Black-backed Jackal,Canis,Canis mesomelas,1,not given,Wildlife,Unknown,Unknown ,Unknown,Road Collision,Email,,,No,Agricultural,CROPS/CROPS,Stock ,STANDARD STOCK SINGLE STRANDS,Vivian Jonker,Public,Wendy Collinson,
183,09/08/12,9,8,2012,Not recorded,-32.39104225,20.00823656,POINT(20.008236555556 32.39104225),,Data provider,0.00001,,South Africa,Northern Cape,Tankwa Karoo road to National Park,No,N/A,Not given,Not given,Not given,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,,Not recorded,Not recorded,Mammalia,Striped Polecat,Ictonyx,Ictonyx striatus,1,not given,Wildlife,Unknown,,Unknown,Road Collision,Website data capture,ispot data,Website data capture,No,Not given,Not given,Not given,Not given,Tony Rebelo,iSpot,Wendy Collinson,
184,09/08/13,9,8,2013,Not recorded,-29.83194444,22.61138889,POINT(22.611388888889 29.831944444444),,Data provider,0.00001,,South Africa,Not given,Copperton to Prieska Road ,No,N/A,Not given,R357,Regional,Paved,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,,Not recorded,Not recorded,Mammalia,Aardwolf,Proteles,Proteles cristata,1,not given,Wildlife,Unknown,,Unknown,Road Collision,Website data capture,ispot data,Website data capture,No,Not given,Not given,Not given,Not given,andynct,iSpot,Wendy Collinson,
185,09/08/13,9,8,2013,Not recorded,-28.94277778,24.20138889,POINT(24.201388888889 28.942777777778),,Data provider,0.00001,,South Africa,Northern Cape,Diamondfields,No,N/A,Not given,R357,Regional,Paved,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,,Not recorded,Not recorded,Mammalia,Striped Polecat,Ictonyx,Ictonyx striatus,1,not given,Wildlife,Unknown,,Unknown,Road Collision,Website data capture,ispot data,Website data capture,No,Not given,Not given,Not given,Not given,andynct,iSpot,Wendy Collinson,
186,09/08/13,9,8,2013,Not recorded,-28.90916667,24.34388889,POINT(24.343888888889 28.909166666667),,Data provider,0.00001,,South Africa,Northern Cape,Diamondfields,No,N/A,Not given,R357,Regional,Paved,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,,Not recorded,Not recorded,Mammalia,Suricate,Suricata,Suricata suricatta ,1,not given,Wildlife,Unknown,Diurnal,Unknown,Road Collision,Website data capture,ispot data,Website data capture,No,Not given,Not given,Not given,Not given,andynct,iSpot,Wendy Collinson,
189,09/01/13,9,1,2013,01:02:00,-25.9578,30.0892,-25.9578 30.0892,,Data provider,0.00001,,South Africa,Mpumalanga,Carolina,No,N/A,Not given,Not given,Regional,Paved,Nooitgedacht Nature Reserve,Chrissiesmeer,50,12:50,13:20,Yes,120,Not recorded,Mammalia,Black-backed Jackal,Canis,Canis mesomelas,1,not given,Wildlife,Unknown,Unknown ,Unknown,Road Collision,Email,,Road Patrol - Mott MacDonald,No,Not given,Not given,Not given,Not given,Vaino Prinsloo,Public,Wendy Collinson,
192,09/09/13,9,9,2013,Not recorded,,,None,,Not georeferenced,,,South Africa,Western Cape,Bethulie and Smithfield,No,N/A,Not given,Not given,Not given,Paved,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,,Not recorded,Not recorded,Mammalia,Aardwolf,Proteles,Proteles cristata,1,not given,Wildlife,Unknown,,Unknown,Road Collision,Email,,Road Patrol - Mott MacDonald,Yes,Not given,Not given,Not given,Not given,Bets de Bruyn,Public,Wendy Collinson,
193,09/12/13,9,12,2013,Not recorded,,,None,,Not georeferenced,,,South Africa,Western Cape,Bethulie and Smithfield,No,N/A,Not given,Not given,Not given,Paved,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,,Not recorded,Not recorded,Mammalia,Aardwolf,Proteles,Proteles cristata,1,not given,Wildlife,Unknown,,Unknown,Road Collision,Email,,,Yes,Not given,Not given,Not given,Not given,Bets de Bruyn,Public,Wendy Collinson,
210,10/11/13,10,11,2013,Not recorded,,,None,,Not georeferenced,,,South Africa,Western Cape,Murraysburg,No,N/A,Not given,"TR 16-8, TR 16-9 & TR 16-10",Not given,Paved,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Yes,Not recorded,Not recorded,Mammalia,Aardwolf,Proteles,Proteles cristata,1,not given,Wildlife,Unknown,Nocturnal  ,Unknown,Road Collision,Email,Excel spreadsheet,Road Patrol - Mott MacDonald,No,Not given,Not given,Not given,Not given,Robbie Uys,Public,Wendy Collinson,
216,10/12/12,10,12,2012,07:49:00,-29.8822,25.8701,,Approx 85 kms from Bloemfontein,Mpilonhle Ndlovu,0.1,Data custodian,South Africa,Free State,Edenburg,No,N/A,Not given,N1-14,National,Paved,Bloemfontein,Beaufort West,Not recorded,06:00,17:00,Yes,100,21.4,Mammalia,Aardwolf,Proteles,Proteles cristata,1,not given,Wildlife,Unknown,Nocturnal  ,Unknown,Road Collision,Email,,Road Patrol - Mott MacDonald,No,Not given,Not given,Not given,Not given,Hein Potgieter,Public,Wendy Collinson,
217,10/12/12,10,12,2012,08:25:00,-30.5665,25.4663,,Approx 100 km South of Bloemfontein,Mpilonhle Ndlovu,0.1,Data custodian,South Africa,Free State,Gariepdam,No,N/A,Not given,N1-13,National,Paved,Bloemfontein,Beaufort West,Not recorded,06:00,17:00,Yes,100,17.6,Mammalia,Aardwolf,Proteles,Proteles cristata,1,not given,Wildlife,Unknown,Nocturnal  ,Unknown,Road Collision,Email,,Road Patrol - Mott MacDonald,No,Not given,Not given,Not given,Not given,Hein Potgieter,Public,Wendy Collinson,
218,10/12/12,10,12,2012,10:03:00,-31.0374,24.5119,,,Lizanne Roxburgh,0.1,,South Africa,Free State,Hanover,No,N/A,Not given,N1-10,National,Paved,Bloemfontein,Beaufort West,Not recorded,06:00,17:00,Yes,100,56.8,Mammalia,Bat-eared Fox,Otocyon,Otocyon megalotis,1,not given,Wildlife,Unknown,Nocturnal  ,Unknown,Road Collision,Email,,Road Patrol - Mott MacDonald,No,Not given,Not given,Not given,Not given,Hein Potgieter,Public,Wendy Collinson,
221,10/12/12,10,12,2012,10:02:00,-31.0374,24.5119,,,Lizanne Roxburgh,0.1,,South Africa,Free State,Hanover,No,N/A,Not given,N1-11 ,National,Paved,Bloemfontein,Beaufort West,Not recorded,06:00,17:00,Yes,85,4.8,Mammalia,Yellow Mongoose,Cynictis,Cynictis penicillata,1,not given,Wildlife,Unknown,,Unknown,Road Collision,Email,,Road Patrol - Mott MacDonald,No,Not given,Not given,Not given,Not given,Hein Potgieter,Public,Wendy Collinson,
240,11/06/13,11,6,2013,11:00:00,-23.6802,27.828,-23.6802 27.828,,Data provider,0.00001,,South Africa,Limpopo,Not recorded,No,N/A,Not given,Not given,Not given,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Yes,Not recorded,Not recorded,Mammalia,Banded Mongoose,Mungos,Mungos mungo,1,not given,Wildlife,Unknown,Diurnal,Unknown,Road Collision,Cellphone app,ispot data,,No,Not given,Not given,Not given,Not given,Derek van der Merwe,Public,Wendy Collinson,
241,11/09/13,11,9,2013,11:00:00,-23.4867,28.5934,-23.4867 28.5934,,Data provider,0.00001,,South Africa,Limpopo,Not recorded,No,N/A,Not given,Not given,Not given,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,,Not recorded,Not recorded,Mammalia,African Civet,Civettictis,Civettictis civetta,1,not given,Wildlife,Unknown,,Unknown,Road Collision,Cellphone app,,Road Patrol - Mott MacDonald,No,Not given,Not given,Not given,Not given,Anonymous,Public,Wendy Collinson,
244,11/12/12,11,12,2012,12:02:00,-29.8733,25.8986,,,Lizanne Roxburgh,0.1,Data custodian,South Africa,Free State,Bloemfontein,No,N/A,Not given,N1-15,National,Paved,Three Sisters,Bloemfontein,Not recorded,05:30,13:30,Yes,100,22.8,Mammalia,Bat-eared Fox,Otocyon,Otocyon megalotis,1,not given,Wildlife,Unknown,Nocturnal  ,Unknown,Road Collision,Email,,Road Patrol - Mott MacDonald,No,Not given,Not given,Not given,Not given,Hein Potgieter,Public,Wendy Collinson,
251,12/06/11,12,6,2011,Not recorded,-29.2653269,18.8151544,POINT(18.8151544 29.2653269),,Data provider,0.00001,,South Africa,Northern Cape,Aggeneys,No,N/A,Not given,Pella Rd,Not given,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,,Not recorded,Not recorded,Mammalia,Bat-eared Fox,Otocyon,Otocyon megalotis,1,not given,Wildlife,Unknown,Nocturnal  ,Unknown,Road Collision,Website data capture,ispot data,Website data capture,No,Not given,Not given,Not given,Not given,Francois Kriel,iSpot,Wendy Collinson,
253,12/11/13,12,11,2013,13:00:00,-24.372,28.1035,-24.372 28.1035,,Data provider,0.00001,,South Africa,Gauteng,Not recorded,No,N/A,Not given,Not given,Not given,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,,Not recorded,Not recorded,Mammalia,African Civet,Civettictis,Civettictis civetta,1,not given,Wildlife,Unknown,,Unknown,Road Collision,Cellphone app,ispot data,,No,Not given,Not given,Not given,Not given,Roger Ford,Public,Wendy Collinson,
254,12/11/13,12,11,2013,09:00:00,-24.1647,28.3546,-24.1647 28.3546,,Data provider,0.00001,,South Africa,Gauteng,Not recorded,No,N/A,Not given,Not given,Not given,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,,Not recorded,Not recorded,Mammalia,Unknown Genet,Genetta  ,Genetta  ,1,Genet spp.,Wildlife,Unknown,,Unknown,Road Collision,Cellphone app,ispot data,,No,Not given,Not given,Not given,Not given,Anonymous,Public,Wendy Collinson,
271,13/12/13,13,12,2013,Not recorded,-34.14851,19.48523,POINT(19.48523 34.14851),,Data provider,0.00001,,South Africa,Western Cape,Not recorded,No,N/A,Not given,R406,Regional,Paved,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,,Not recorded,Not recorded,Mammalia,Large-spotted Genet,Genetta,Genetta tigrina,1,not given,Wildlife,Unknown,,Unknown,Road Collision,Website data capture,ispot data,Website data capture,No,Not given,Not given,Not given,Not given,Stuart Shearer,iSpot,Wendy Collinson,
278,13/04/12,13,4,2012,Not recorded,,,None,,Not georeferenced,,,South Africa,Limpopo,Bulgerivier,No,N/A,Not given,Not given,Not given,Paved,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,No,Not recorded,Not recorded,Mammalia,African Wild Dog,Lycaon,Lycaon pictus,3,not given,Wildlife,Unknown,Diurnal,Unknown,Road Collision,Email,,Road Patrol - Mott MacDonald,No,Not given,Not given,Not given,Not given,Deon Cilliers,Public,Wendy Collinson,
299,14/10/13,14,10,2013,Not recorded,,,None,,Not georeferenced,,,South Africa,Western Cape,Murraysburg,No,N/A,Not given,"TR 16-8, TR 16-9 & TR 16-10",Not given,Paved,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Yes,Not recorded,Not recorded,Mammalia,Aardwolf,Proteles,Proteles cristata,1,not given,Wildlife,Unknown,Nocturnal  ,Unknown,Road Collision,Cellphone app,,Road Patrol - Mott MacDonald,No,Not given,Not given,Not given,Not given,Robbie Uys,Public,Wendy Collinson,
310,15/09/13,15,9,2013,Not recorded,-34.484,19.97,POINT(19.97 34.484),,Data provider,0.00001,,South Africa,Western Cape,Bredasdorp,No,N/A,Not given,R316,Regional,Paved,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,,Not recorded,Not recorded,Mammalia,Water Mongoose,Atilax,Atilax paludinosus,1,not given,Wildlife,Unknown,Nocturnal  ,Unknown,Road Collision,Website data capture,iSpot,,No,Not given,Not given,Not given,Not given,E. Eifler,iSpot,Wendy Collinson,
315,15/05/13,15,5,2013,18:00:00,-27.3885,26.6178,-27.3885 26.6178,,Data provider,0.00001,,South Africa,Free State,Not recorded,No,N/A,Not given,Not given,Not given,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Yes,Not recorded,Not recorded,Mammalia,Aardwolf,Proteles,Proteles cristata,1,not given,Wildlife,Unknown,Nocturnal  ,Unknown,Road Collision,Cellphone app,,,No,Not given,Not given,Not given,Not given,Derek van der Merwe,Public,Wendy Collinson,
320,15/12/12,15,12,2012,Not recorded,,,None,,Not georeferenced,,,South Africa,Western Cape,Not recorded,No,N/A,Not given,TR33 1&2,Not given,Paved,Mosselbay, Oudtshoorn ,23.13,Not recorded,Not recorded,Yes,Not recorded,Not recorded,Mammalia,Unknown Mongoose,Unknown,Herpestidae,1,Mongoose spp.,Wildlife,Unknown,Unknown ,Unknown,Road Collision,Cellphone app,Email report ,Road Patrol - Mott MacDonald,No,Not given,Not given,Not given,Not given,Robbie Uys,Public,Wendy Collinson,
325,15/10/13,15,10,2013,Not recorded,,,None,,Not georeferenced,,,South Africa,Western Cape,Bethulie and Smithfield,No,N/A,Not given,Not given,Not given,Paved,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,,Not recorded,Not recorded,Mammalia,Unknown Mongoose,Unknown,Herpestidae,1,Mongoose spp.,Wildlife,Unknown,Unknown ,Unknown,Road Collision,Email,,Road Patrol - Mott MacDonald,No,Not given,Not given,Not given,Not given,Bets de Bruyn,Public,Wendy Collinson,
351,17/05/13,17,5,2013,09:00:00,-24.23916,30.57517,-24.23916 30.57517,,Data provider,0.00001,,South Africa,Mpumalanga,The Oaks,No,N/A,Not given,R36,Regional,Paved,Makalali,Not recorded,Not recorded,Not recorded,Not recorded,Yes,100,Not recorded,Mammalia,African Civet,Civettictis,Civettictis civetta,1,not given,Wildlife,Unknown,,Unknown,Road Collision,Email,,Road Patrol - Mott MacDonald,No,Not given,Middle Of Road,Not given,Not given,GVI,Public,Wendy Collinson,
356,17/09/13,17,9,2013,Not recorded,,,None,,Not georeferenced,,,South Africa,Western Cape,Bethulie and Smithfield,No,N/A,Not given,Not given,Not given,Paved,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,,Not recorded,Not recorded,Mammalia,Aardwolf,Proteles,Proteles cristata,1,not given,Wildlife,Unknown,Nocturnal  ,Unknown,Road Collision,Email,,,Yes,Not given,Not given,Not given,Not given,Bets de Bruyn,Public,Wendy Collinson,
357,17/10/13,17,10,2013,Not recorded,,,None,,Not georeferenced,,,South Africa,Western Cape,Murraysburg,No,N/A,Not given,"TR 16-8, TR 16-9 & TR 16-10",Not given,Paved,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Yes,Not recorded,Not recorded,Mammalia,Aardwolf,Proteles,Proteles cristata,1,not given,Wildlife,Unknown,Nocturnal  ,Unknown,Road Collision,Cellphone app,ispot data,Road Patrol - Mott MacDonald,No,Not given,Not given,Not given,Not given,Robbie Uys,Public,Wendy Collinson,
371,18/12/12,18,12,2012,Not recorded,-26.16849,27.23822,26.16849 27.23822,,Data provider,0.00001,,South Africa,Gauteng,Not recorded,No,N/A,Not given,Connecting road between R24 and N14,Regional,Paved,Krugersdorp,Muiskraal,Not recorded,08:10,09:30,Yes,100,Not recorded,Mammalia,Bat-eared Fox,Otocyon,Otocyon megalotis,1,not given,Wildlife,Unknown,Nocturnal  ,Unknown,Road Collision,Email,,,No,Agricultural,"CROPS/CROPS, GRASS/FARM = GRASS 1 SIDE, FARM/CROPS OTHER SIDE OF ROAD / TREES/GRASS = TREES 1 SIDE, GRASS OPPOSITE SIDE OF THE ROAD",Stock ,STANDARD STOCK SINGLE STRANDS,Vivian Jonker,Public,Wendy Collinson,
374,18/07/99,18,7,1999,Not recorded,,,None,,Not georeferenced,,,South Africa,Free State,Clocolan,No,N/A,Not given,Not given,Not given,Paved,Not recorded,Not recorded,434,Not recorded,Not recorded,,Not recorded,163.0,Mammalia,Aardwolf,Proteles,Proteles cristata,1,not given,Wildlife,Unknown,Nocturnal  ,Unknown,Road Collision,Email,,Road Patrol - Mott MacDonald,No,Not given,Not given,Not given,Not given,Carl Vernon,Public,Wendy Collinson,
375,18/07/99,18,7,1999,Not recorded,,,None,,Not georeferenced,,,South Africa,Free State,Lindley,No,N/A,Not given,Not given,Not given,Paved,Not recorded,Not recorded,434,Not recorded,Not recorded,,Not recorded,338.0,Mammalia,African Wild Cat,Felis,Felis lybica,1,not given,Wildlife,Unknown,,Unknown,Road Collision,Email,,,No,Not given,Not given,Not given,Not given,Carl Vernon,Public,Wendy Collinson,
385,18/07/99,18,7,1999,Not recorded,,,None,,Not georeferenced,,,South Africa,Free State,North of Zastron,No,N/A,Not given,Not given,Not given,Paved,Not recorded,Not recorded,434,Not recorded,Not recorded,,Not recorded,0.0,Mammalia,Striped Polecat,Ictonyx,Ictonyx striatus,1,not given,Wildlife,Unknown,,Unknown,Road Collision,Email,,,No,Not given,Not given,Not given,Not given,Carl Vernon,Public,Wendy Collinson,
386,18/07/99,18,7,1999,Not recorded,,,None,,Not georeferenced,,,South Africa,Free State,Sandsloot,No,N/A,Not given,Not given,Not given,Paved,Not recorded,Not recorded,434,Not recorded,Not recorded,,Not recorded,297.0,Mammalia,Striped Polecat,Ictonyx,Ictonyx striatus,1,not given,Wildlife,Unknown,,Unknown,Road Collision,Email,,Road Patrol - Mott MacDonald,No,Not given,Not given,Not given,Not given,Carl Vernon,Public,Wendy Collinson,
387,18/07/99,18,7,1999,Not recorded,,,None,,Not georeferenced,,,South Africa,Free State,Petrus Steyn,No,N/A,Not given,Not given,Not given,Paved,Not recorded,Not recorded,434,Not recorded,Not recorded,,Not recorded,335.0,Mammalia,Striped Polecat,Ictonyx,Ictonyx striatus,1,not given,Wildlife,Unknown,,Unknown,Road Collision,Email,,Road Patrol - Mott MacDonald,No,Not given,Not given,Not given,Not given,Carl Vernon,Public,Wendy Collinson,
388,18/07/99,18,7,1999,Not recorded,,,None,,Not georeferenced,,,South Africa,Free State,Sasol,No,N/A,Not given,Not given,Not given,Paved,Not recorded,Not recorded,434,Not recorded,Not recorded,,Not recorded,434.0,Mammalia,Striped Polecat,Ictonyx,Ictonyx striatus,1,not given,Wildlife,Unknown,,Unknown,Road Collision,Email,,Road Patrol - Mott MacDonald,No,Not given,Not given,Not given,Not given,Carl Vernon,Public,Wendy Collinson,
389,18/07/99,18,7,1999,Not recorded,,,None,,Not georeferenced,,,South Africa,Gauteng,Paulshof,No,N/A,Not given,Not given,Not given,Paved,Not recorded,Not recorded,434,Not recorded,Not recorded,,Not recorded,Not recorded,Mammalia,Striped Polecat,Ictonyx,Ictonyx striatus,1,not given,Wildlife,Unknown,,Unknown,Road Collision,Email,,Road Patrol - Mott MacDonald,No,Not given,Not given,Not given,Not given,Carl Vernon,Public,Wendy Collinson,
